Posted On,BHK,Rent,Size,Floor,City,Furnishing Status,Tenant Preferred,Bathroom
2022-06-28,1,25000,350,10 out of 24,Mumbai,Unfurnished,Bachelors,2
2022-05-20,3,20500,1000,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-04,3,8500,1261,3 out of 4,Chennai,Semi-Furnished,Bachelors/Family,3
2022-05-12,1,6500,500,1 out of 3,Chennai,Furnished,Bachelors/Family,1
2022-05-31,4,150000,2550,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,4
2022-06-29,3,37000,2100,10 out of 20,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-17,4,150000,1755,9 out of 19,Mumbai,Unfurnished,Family,4
2022-06-16,3,55000,1450,Ground out of 4,Delhi,Furnished,Bachelors,2
2022-06-16,2,35000,900,Ground out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-07-06,2,42000,1150,2 out of 4,Bangalore,Furnished,Bachelors,2
2022-05-14,1,7500,500,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-04-29,1,10000,750,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-24,4,10000,1200,5 out of 10,Kolkata,Furnished,Bachelors/Family,2
2022-06-08,1,7000,600,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-21,3,50000,1580,3 out of 3,Bangalore,Unfurnished,Bachelors,3
2022-05-06,1,6800,500,Ground out of 3,Chennai,Unfurnished,Bachelors/Family,1
2022-06-27,3,70000,1100,7 out of 10,Mumbai,Furnished,Bachelors/Family,3
2022-05-12,5,25000,1880,2 out of 2,Kolkata,Unfurnished,Bachelors,2
2022-05-29,3,18000,850,1 out of 1,Kolkata,Semi-Furnished,Bachelors/Family,3
2022-05-06,2,8500,886,2 out of 3,Chennai,Unfurnished,Family,2
2022-07-08,2,9800,1200,Ground out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-05-23,2,8000,800,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-25,2,16000,820,Ground out of 2,Chennai,Semi-Furnished,Family,2
2022-05-20,1,4500,115,Ground out of 3,Chennai,Unfurnished,Bachelors,1
2022-05-10,2,15000,75,4 out of 5,Delhi,Unfurnished,Bachelors/Family,2
2022-05-09,2,13000,700,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-07,2,21000,1005,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-23,4,250000,1545,65 out of 78,Mumbai,Semi-Furnished,Family,5
2022-06-13,2,12000,560,Ground out of 1,Chennai,Semi-Furnished,Family,2
2022-06-03,1,6500,300,3 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-06-07,1,5000,350,1 out of 1,Kolkata,Unfurnished,Bachelors,1
2022-05-18,2,16000,650,2 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-06-23,1,3900,200,2 out of 2,Kolkata,Furnished,Bachelors/Family,1
2022-05-16,1,12000,500,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-07-06,2,8500,650,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-01,2,22000,1025,3 out of 3,Bangalore,Semi-Furnished,Family,2
2022-06-29,3,30000,2000,1 out of 3,Chennai,Unfurnished,Bachelors/Family,3
2022-05-31,1,8000,800,3 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-26,3,37000,1800,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,3
2022-07-09,2,65000,950,2 out of 45,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-23,1,13000,512,1 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-05-29,4,52000,2700,11 out of 13,Hyderabad,Furnished,Bachelors/Family,4
2022-06-14,1,4000,500,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-06,2,9000,160,Ground out of 2,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-17,1,6000,500,5 out of 5,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-08,4,190000,4000,Ground out of 2,Bangalore,Furnished,Bachelors/Family,5
2022-06-20,2,17000,500,1 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,22000,846,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-23,1,60000,500,9 out of 10,Mumbai,Furnished,Bachelors/Family,1
2022-06-28,2,95000,800,6 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-16,2,12500,1250,Ground out of 2,Hyderabad,Unfurnished,Bachelors/Family,3
2022-05-08,1,18500,300,3 out of 4,Mumbai,Unfurnished,Bachelors,1
2022-06-23,3,80000,1100,15 out of 28,Mumbai,Unfurnished,Bachelors/Family,3
2022-04-29,1,13000,350,1 out of 5,Delhi,Furnished,Bachelors/Family,1
2022-04-29,3,22000,1100,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-07,3,15000,1360,5 out of 9,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-21,2,10000,800,Ground out of 1,Kolkata,Unfurnished,Bachelors,1
2022-05-12,2,15000,1500,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-06-13,1,3500,1000,Ground out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-07-06,2,15000,1800,Ground out of 1,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-17,2,11000,530,2 out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-06-18,2,10500,1100,3 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-27,1,5500,400,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-08,1,6500,500,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-07,2,7000,700,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-05-19,2,56000,720,12 out of 22,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-19,2,180000,1200,7 out of 12,Mumbai,Furnished,Bachelors/Family,3
2022-06-16,3,95000,2400,3 out of 4,Delhi,Semi-Furnished,Bachelors,3
2022-07-08,3,30000,1800,1 out of 2,Chennai,Semi-Furnished,Bachelors,3
2022-05-21,1,9000,100,Upper Basement out of 4,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-07,1,32000,420,1 out of 3,Mumbai,Semi-Furnished,Family,2
2022-05-03,2,6500,700,Ground out of 2,Kolkata,Unfurnished,Bachelors,1
2022-05-05,2,17000,1000,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-09,2,12000,1000,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-23,1,12000,650,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-26,4,42000,2700,2 out of 4,Delhi,Semi-Furnished,Bachelors,4
2022-05-26,4,37000,2700,2 out of 3,Delhi,Semi-Furnished,Bachelors/Family,4
2022-05-23,3,20000,1660,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-07,2,20000,1450,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-01,2,9000,850,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-06,2,10000,960,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-29,2,12500,940,10 out of 19,Chennai,Unfurnished,Bachelors/Family,2
2022-04-30,2,12000,850,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-31,2,12000,800,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-23,2,8500,750,1 out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-12,1,5000,350,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-04,3,20000,1650,1 out of 1,Chennai,Semi-Furnished,Bachelors,3
2022-06-16,2,180000,950,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-07-06,3,8000,1100,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-05-23,2,30000,1100,2 out of 5,Bangalore,Furnished,Bachelors/Family,2
2022-06-27,4,700000,3200,24 out of 24,Mumbai,Furnished,Bachelors/Family,4
2022-05-31,2,18000,80,2 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-19,3,52000,1700,1 out of 1,Delhi,Semi-Furnished,Bachelors,3
2022-05-14,3,23000,1700,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-12,2,5000,650,2 out of 3,Hyderabad,Unfurnished,Family,2
2022-06-20,2,19000,1000,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-17,2,12000,750,4 out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-05-27,2,15000,1200,Ground out of 1,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-02,3,16000,900,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-07,3,25000,1100,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-07-04,2,16500,1200,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-27,2,17500,1000,1 out of 3,Bangalore,Unfurnished,Family,2
2022-06-29,2,14000,950,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,2
2022-05-28,4,400000,2200,6 out of 10,Mumbai,Furnished,Bachelors/Family,4
2022-05-18,2,9500,450,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-04,1,10000,400,Ground out of 2,Kolkata,Semi-Furnished,Bachelors,1
2022-06-03,1,9500,600,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-04-29,1,10000,42,Ground out of 3,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-17,2,9000,750,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-17,1,7000,240,Ground out of 4,Kolkata,Unfurnished,Bachelors,1
2022-06-29,2,12000,1440,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-02,4,17000,1600,2 out of 5,Hyderabad,Unfurnished,Bachelors/Family,4
2022-07-03,2,12000,500,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,10000,1100,1 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-05-05,1,7000,650,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-30,1,10000,700,1 out of 1,Bangalore,Unfurnished,Bachelors,1
2022-06-20,3,60000,1050,12 out of 13,Mumbai,Unfurnished,Bachelors,3
2022-05-25,3,55000,868,9 out of 21,Mumbai,Unfurnished,Family,3
2022-04-30,2,18000,1248,4 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-26,1,33000,550,Ground out of 4,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-23,1,5000,400,1 out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-07,1,8000,400,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-01,3,23000,1000,1 out of 3,Chennai,Unfurnished,Bachelors,3
2022-06-04,1,27000,495,5 out of 7,Mumbai,Furnished,Bachelors/Family,2
2022-06-02,3,60000,1700,1 out of 3,Kolkata,Semi-Furnished,Bachelors,3
2022-05-14,1,16000,400,2 out of 3,Delhi,Furnished,Bachelors,1
2022-05-12,2,15000,700,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-27,1,8000,500,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-01,3,27000,1050,Ground out of 4,Delhi,Unfurnished,Family,2
2022-07-06,2,19500,1080,Ground out of 2,Bangalore,Semi-Furnished,Family,2
2022-07-08,3,60000,1500,3 out of 4,Bangalore,Semi-Furnished,Bachelors,3
2022-06-23,2,95000,750,2 out of 7,Mumbai,Unfurnished,Bachelors,2
2022-07-05,3,20000,1800,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,4
2022-06-10,2,19000,850,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-03,1,10000,400,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-14,2,8000,800,1 out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-27,2,14000,1300,3 out of 3,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-06,3,20000,2000,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-12,2,50000,650,Ground out of 3,Mumbai,Furnished,Bachelors,3
2022-05-17,3,70000,920,14 out of 21,Mumbai,Unfurnished,Bachelors/Family,3
2022-05-25,2,24000,600,5 out of 7,Mumbai,Semi-Furnished,Bachelors,2
2022-05-14,2,25000,1200,5 out of 12,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-26,1,9000,400,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-31,1,8000,200,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-05,1,8000,700,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-06,2,12000,1100,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-04-23,2,8000,650,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-15,2,11000,700,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-18,1,25000,340,13 out of 23,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-25,2,17000,1000,3 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-04-29,2,7000,500,1 out of 2,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-20,2,140000,900,8 out of 36,Mumbai,Furnished,Family,2
2022-05-28,1,15000,200,4 out of 4,Delhi,Furnished,Bachelors/Family,1
2022-06-14,2,19500,1140,Ground out of 5,Hyderabad,Furnished,Bachelors/Family,2
2022-05-10,2,10000,500,2 out of 4,Bangalore,Unfurnished,Bachelors,1
2022-06-27,1,40000,680,5 out of 7,Mumbai,Furnished,Bachelors/Family,4
2022-06-24,1,7000,500,1 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-17,3,20000,1400,12 out of 13,Chennai,Semi-Furnished,Family,3
2022-06-11,2,45000,831,16 out of 22,Mumbai,Unfurnished,Family,2
2022-05-23,2,15000,600,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-09,3,22000,1800,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-12,2,12500,1000,3 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-09,2,18000,600,1 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-05-14,2,35000,700,5 out of 8,Mumbai,Unfurnished,Family,2
2022-07-04,1,9000,450,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-31,2,40000,1380,2 out of 9,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-07,3,65000,240,1 out of 4,Delhi,Unfurnished,Bachelors/Family,3
2022-07-06,3,80000,1700,1 out of 4,Delhi,Furnished,Bachelors,3
2022-07-06,3,45000,1500,23 out of 34,Hyderabad,Semi-Furnished,Family,2
2022-05-06,1,9000,600,Ground out of 4,Hyderabad,Furnished,Bachelors/Family,1
2022-06-20,3,30000,1600,6 out of 10,Delhi,Unfurnished,Bachelors/Family,2
2022-05-19,2,15000,1180,Ground out of 5,Bangalore,Semi-Furnished,Family,2
2022-04-29,3,15000,800,Ground out of 4,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-05,5,50000,3300,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,5
2022-06-29,1,7000,400,2 out of 4,Delhi,Unfurnished,Bachelors,1
2022-07-09,2,55000,750,1 out of 7,Mumbai,Semi-Furnished,Bachelors,2
2022-06-21,3,270000,1800,3 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,4
2022-06-27,2,12000,550,Ground out of 2,Kolkata,Semi-Furnished,Family,2
2022-07-08,2,12000,1000,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-20,2,9000,600,1 out of 4,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-08,2,30000,450,Ground out of 1,Delhi,Furnished,Bachelors/Family,1
2022-06-11,4,200000,4761,1 out of 35,Hyderabad,Semi-Furnished,Bachelors,6
2022-05-27,2,17000,800,2 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-05-04,2,18000,1200,Ground out of 12,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-04,1,27000,472,13 out of 14,Mumbai,Semi-Furnished,Bachelors,2
2022-05-27,4,15000,1150,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-29,2,5000,500,1 out of 3,Delhi,Unfurnished,Bachelors/Family,1
2022-07-01,1,4500,230,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-08,2,15000,550,4 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-06-19,2,12000,880,1 out of 3,Chennai,Unfurnished,Family,2
2022-06-15,2,33000,700,15 out of 28,Mumbai,Unfurnished,Bachelors,2
2022-06-20,1,18000,400,Ground out of 3,Bangalore,Unfurnished,Bachelors,1
2022-07-01,2,15000,980,1 out of 4,Chennai,Unfurnished,Bachelors/Family,2
2022-06-01,2,9000,800,1 out of 2,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-18,1,5000,350,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-06-20,3,22000,1800,4 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-06,2,12000,875,2 out of 2,Chennai,Semi-Furnished,Bachelors,2
2022-07-06,4,20000,1900,5 out of 20,Chennai,Semi-Furnished,Family,4
2022-05-18,3,14500,1250,1 out of 4,Delhi,Unfurnished,Bachelors/Family,3
2022-06-06,2,14500,1150,1 out of 1,Chennai,Unfurnished,Bachelors,2
2022-05-20,2,10000,730,2 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-24,2,15000,1000,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-06,3,58000,1700,11 out of 17,Hyderabad,Furnished,Bachelors/Family,3
2022-06-23,1,22000,377,3 out of 23,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-16,2,10000,600,1 out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-05-07,1,9000,550,Upper Basement out of 2,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-08,2,15000,1234,1 out of 14,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-10,2,10000,1300,Ground out of 1,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-08,2,9500,650,3 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-04,2,18000,90,2 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-04-28,1,34000,560,3 out of 7,Mumbai,Semi-Furnished,Bachelors,2
2022-07-02,3,170000,1400,4 out of 8,Mumbai,Unfurnished,Bachelors/Family,3
2022-05-12,3,12000,1500,Ground out of 2,Kolkata,Furnished,Bachelors,2
2022-05-31,3,110000,1200,60 out of 66,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-05-12,1,8000,450,3 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-03,3,35000,2000,1 out of 5,Hyderabad,Furnished,Family,3
2022-05-23,1,7500,550,1 out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-07-06,2,49500,650,5 out of 16,Mumbai,Unfurnished,Family,2
2022-06-18,2,20000,400,3,Delhi,Unfurnished,Bachelors/Family,1
2022-07-06,1,5000,550,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-07-08,3,45000,1700,3 out of 3,Chennai,Semi-Furnished,Bachelors,3
2022-06-17,3,66000,1100,17 out of 22,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-25,3,25000,1400,5 out of 5,Kolkata,Furnished,Bachelors,3
2022-07-03,2,8000,600,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,1
2022-05-31,2,17500,1250,1 out of 2,Bangalore,Unfurnished,Bachelors,2
2022-04-30,3,22000,1450,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-06,3,26000,1400,11 out of 15,Chennai,Semi-Furnished,Bachelors/Family,3
2022-07-09,4,80000,1450,30 out of 44,Mumbai,Unfurnished,Bachelors/Family,4
2022-05-19,3,20000,904,1 out of 5,Bangalore,Furnished,Bachelors/Family,2
2022-05-05,2,14000,120,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-27,2,14000,1000,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-29,2,7500,900,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-06,1,6000,400,2 out of 2,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-20,1,8000,400,1 out of 1,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-11,4,530000,4000,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,5
2022-05-12,1,6500,650,Ground out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-26,2,10000,800,Ground out of 3,Kolkata,Unfurnished,Bachelors,2
2022-06-28,2,15000,800,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-05-15,2,15000,1300,Ground out of 1,Hyderabad,Semi-Furnished,Bachelors,2
2022-05-01,2,13000,1100,1 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-06,3,17000,1400,28 out of 31,Chennai,Semi-Furnished,Bachelors/Family,3
2022-07-04,2,12000,826,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-17,2,15000,1100,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-28,3,15000,1500,1 out of 1,Hyderabad,Unfurnished,Bachelors/Family,3
2022-05-27,2,9000,145,1 out of 3,Delhi,Unfurnished,Bachelors/Family,2
2022-05-05,2,10000,55,2 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-07-08,2,9000,500,Ground out of 2,Chennai,Furnished,Bachelors/Family,2
2022-05-20,2,9300,730,1 out of 2,Chennai,Unfurnished,Bachelors/Family,1
2022-06-29,1,6500,400,1 out of 2,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-21,2,14000,901,2 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-06-20,1,43000,480,5 out of 7,Mumbai,Furnished,Family,2
2022-06-30,1,8000,410,2 out of 4,Delhi,Unfurnished,Bachelors,1
2022-05-23,2,10000,650,3 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-04-29,3,18000,120,4 out of 5,Delhi,Furnished,Bachelors/Family,3
2022-06-15,3,20000,1100,Ground out of 1,Kolkata,Unfurnished,Bachelors,2
2022-06-25,2,11000,1000,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-21,3,12000,1275,4 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-02,3,15000,1100,1 out of 10,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-23,2,30000,720,5 out of 14,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-31,2,75000,695,4 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-06-16,1,8000,600,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-30,2,50000,680,5 out of 14,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-10,2,8000,650,1 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-07-10,3,200000,3000,1 out of 1,Chennai,Furnished,Family,4
2022-06-20,3,23000,1060,2 out of 32,Chennai,Unfurnished,Bachelors,2
2022-05-06,2,7500,700,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-06-20,1,15000,650,2 out of 4,Delhi,Furnished,Bachelors,1
2022-05-16,2,25000,1450,3 out of 3,Hyderabad,Unfurnished,Family,2
2022-06-10,1,10000,800,1 out of 4,Delhi,Unfurnished,Bachelors,1
2022-05-26,1,30000,430,14 out of 23,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-30,3,19500,125,1 out of 4,Delhi,Unfurnished,Bachelors,2
2022-05-15,2,14000,1000,1 out of 3,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-01,2,19000,1350,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-28,3,90000,1120,8 out of 45,Mumbai,Furnished,Family,2
2022-06-25,3,60000,2500,2 out of 3,Delhi,Unfurnished,Bachelors,3
2022-07-09,2,62000,650,11 out of 25,Mumbai,Unfurnished,Family,2
2022-05-12,1,8500,55,Ground out of 3,Delhi,Unfurnished,Bachelors/Family,1
2022-06-28,3,65000,1100,25 out of 28,Mumbai,Unfurnished,Bachelors,3
2022-07-09,3,16000,1300,1 out of 2,Chennai,Furnished,Bachelors/Family,2
2022-06-19,2,6000,1200,2 out of 2,Kolkata,Semi-Furnished,Bachelors,2
2022-05-25,1,5000,200,Ground out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-07-04,1,14000,700,5 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-05-29,2,8000,1200,Ground out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-09,2,12000,900,Ground out of 2,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-03,2,34000,1400,5 out of 5,Bangalore,Furnished,Bachelors,2
2022-05-29,2,12000,1000,3 out of 5,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-04,2,28000,80,1 out of 5,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-20,1,6000,400,1 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-06,2,9000,700,Ground out of 3,Chennai,Furnished,Bachelors/Family,1
2022-06-12,2,20000,900,7 out of 7,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-07-04,3,26000,1800,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-13,4,280000,2500,24 out of 55,Mumbai,Semi-Furnished,Bachelors/Family,6
2022-05-24,2,15000,1066,1 out of 4,Chennai,Unfurnished,Family,2
2022-05-20,2,34000,900,12 out of 25,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-26,2,16000,850,1 out of 2,Kolkata,Semi-Furnished,Bachelors,1
2022-06-04,1,12500,600,1 out of 1,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-31,2,23000,900,2 out of 3,Delhi,Furnished,Bachelors/Family,2
2022-06-23,2,10000,1000,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-10,1,33000,350,Ground out of 5,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-30,2,11000,800,1 out of 2,Chennai,Semi-Furnished,Family,2
2022-07-09,3,140000,1350,18 out of 32,Mumbai,Semi-Furnished,Bachelors/Family,3
